"df_names","df_long","df_lat"
"Gas station","103.255594","17.7032506"
"สถานีบริการน้ำมัน (=Gas Station)","103.3842914","17.5983185"
"Gas station","103.3799237","17.6001098"
"Gas station","103.5942011","18.0930813"
"Gas station","103.316242","17.7448828"
"Gas station","103.1836131","17.6569356"
"Gas station","103.208582","17.8409438"
"Gas station","103.370394","18.1677355"
"Gas station","103.2423353","17.6549498"
"Gas station","103.6482217","18.3039898"
"Gas station","103.9000123","17.9182724"
"Gas station","103.2360876","17.7598023"
"Gas station","103.3475493","17.8248372"
"Gas station","103.7028801","18.2536932"
"Gas station","103.2805173","17.6969062"
"Gas station","103.897997","18.0614537"
"Gas station","103.3925804","17.6787031"
"Gas station","103.4341068","18.0889854"
"Gas station","103.8755076","18.0237708"
"Esso Gas Station","100.6505212","13.8453622"
"PT gas station","100.6389773","13.8291677"
"PT Gas Station","100.6586397","13.8290882"
"Caltex","100.6922359","13.8657131"
"Caltex","100.6707162","13.9968276"
"PTT NGV Service Station","100.7266688","13.9385448"
"PTT","100.6983414","13.9214344"
"Bangjak LPG Gas Station","100.7593626","13.8298559"
"V2 LPG Gas Station","100.6710623","13.8300079"
"ปั๊ม ซัสโก้ สาขา คลองเจ็ด","100.7462","13.95224"
"PTT Tankstation","100.7224303","13.8930417"
"PTT","100.7466647","14.0258917"
"PTT NGV Service Station","100.640903","13.921738"
"PTT Gas Station","100.7460802","13.9572416"
"ปั้มแก๊ส NSGAS LPG | นิมิตรใหม่ 2","100.7383431","13.828942"
"PTT","100.7210696","13.8507497"
"ซัสโก้ บางชัน (คลองสามวา)","100.6995839","13.8592306"
"PTT STATION รามอินทรา กม.6.5","100.6476444","13.8467553"
"Simit Gas Shop","100.6777668","13.9331508"
"Somboon Gas Shop","100.7290506","13.9353168"
"PTT","100.7466647","14.0258917"
"Gas station","100.8454333","14.1640848"
"Gas station","101.4221822","14.5500123"
"PT Gas Station","100.7466986","13.9628729"
"Gas station","100.8913077","14.1666865"
"Gas station","100.9131863","14.1745108"
"PTT NGV Service Station","100.8386135","14.319195"
"Gas station","100.8921682","14.2123328"
"Gas station","100.8823977","14.1356805"
"Gas station","100.9258428","14.3870131"
"Gas station","100.8452496","14.3471757"
"Gas station","100.8431112","14.4111201"
"Khlong Dua service PTT gas stations","101.4395406","14.5172984"
"Gas station","101.446403","14.5132031"
"Gas station","100.8477483","14.3303358"
"Gas station","101.0722341","14.2547701"
"Gas station","101.0050347","14.3298439"
"Gas station","100.9603489","14.376886"
"ซูเปอร์ฟาสต์","100.7161739","14.0114445"
"Gas station","100.8487004","14.4500584"
"PTT Gas Station","100.5581988","13.8168174"
"Bangchak Gas Station","100.5576072","13.8237396"
"Shell","100.563242","13.829881"
"PTT Gas Station, Expert Energy.","100.6302166","13.8230936"
"Esso Gas Station","100.6505212","13.8453622"
"สน.ปตท. บริษัท ส.วารินบริการ แอนด์ ออยล์จำกัด 2","100.602793","13.924725"
"PTT Gas Station, Airport Branch 1.","100.5986687","13.9131224"
"PTT Service Station","100.5902357","13.8982612"
"ปั๊มน้ำมัน PT","100.6302726","13.878802"
"ปั๊มน้ำมัน ปตท หลักสี่ Ptt Gas Station Laksi","100.572883","13.8892526"
"PT gas station","100.6389773","13.8291677"
"Caltex Gas Station","100.6189613","13.8100797"
"PT Gas Station","100.6586397","13.8290882"
"PTT NGV Service Station","100.6047142","13.8499763"
"PTT NGV Service Station","100.7266688","13.9385448"
"Jintara Gas Shop","100.580239","13.8741006"
"V2 LPG Gas Station","100.6710623","13.8300079"
"Bangjak LPG Gas Station","100.7593626","13.8298559"
"Taxi Gas Station","100.6505115","13.8116481"
"PTT","100.6983414","13.9214344"
"Pisal Gas Station","100.4973403","13.7274254"
"Caltex","100.4910577","13.7196631"
"Bangchak (Saha Rungruang Narinda Petroleum Limited Partnership)","100.499421","13.728989"
"Bangchak","100.501275","13.720582"
"Esso","100.487889","13.726941"
"บางจากกรีนเนท-สาขากรุงธนบุรี2","100.5012664","13.7205736"
"Shell","100.489666","13.716915"
"Shell","100.507171","13.716289"
"UdomPorn oil ho (Shell)","100.497732","13.710812"
"Shell","100.520348","13.731173"
"ปั๊ม Shell","100.50006","13.749989"
"บริษัท กิจรุ่งเรือง (2535) จำกัด","100.5010072","13.7203016"
"Esso","100.4924705","13.7077133"
"Esso","100.514444","13.7431626"
"LPG Somdet Phrachao Taksin 9/1","100.491062","13.719595"
"Thai Sun Gas Shop","100.499643","13.754517"
"Caltex หจก.ศรีบุษนา","100.5225121","13.7313177"
"Esso","100.5183466","13.7181069"
"สถานีBTS โพธิ์นิมิตร","100.4860532","13.7192551"
"Esso","100.5137692","13.7608062"
"PTT Gas Station, Expert Energy.","100.6302166","13.8230936"
"Esso Gas Station","100.6505212","13.8453622"
"สน.ปตท. บริษัท ส.วารินบริการ แอนด์ ออยล์จำกัด 2","100.602793","13.924725"
"PTT Gas Station, Airport Branch 1.","100.5986687","13.9131224"
"PTT","100.5831947","13.8531319"
"PTT Service Station","100.5902357","13.8982612"
"ปั๊มน้ำมัน PT","100.6302726","13.878802"
"ปั๊มน้ำมัน ปตท หลักสี่ Ptt Gas Station Laksi","100.572883","13.8892526"
"NGV Gas Station","100.6089888","13.9343463"
"PT gas station","100.6389773","13.8291677"
"Caltex Gas Station","100.6189613","13.8100797"
"PT Gas Station","100.6586397","13.8290882"
"PTT NGV Service Station","100.6047142","13.8499763"
"PTT NGV Service Station","100.7266688","13.9385448"
"Jintara Gas Shop","100.580239","13.8741006"
"V2 LPG Gas Station","100.6710623","13.8300079"
"Bangjak LPG Gas Station","100.7593626","13.8298559"
"PTT","100.6983414","13.9214344"
"ESSO Gas Station","100.6461888","14.0658811"
"Taxi Gas Station","100.6505115","13.8116481"
"PTT Gas Station, Expert Energy.","100.6302166","13.8230936"
"สน.ปตท. บริษัท ส.วารินบริการ แอนด์ ออยล์จำกัด 2","100.602793","13.924725"
"PTT Gas Station, Airport Branch 1.","100.5986687","13.9131224"
"Esso Gas Station","100.6505212","13.8453622"
"ปั๊มน้ำมัน PT","100.6302726","13.878802"
"NGV Gas Station","100.6089888","13.9343463"
"PT gas station","100.6389773","13.8291677"
"PT Gas Station","100.6586397","13.8290882"
"PTT NGV Service Station","100.6047142","13.8499763"
"PTT NGV Service Station","100.7266688","13.9385448"
"Shell บจก. เจ แอนด์ อี (สนญ.)","100.676066","13.910819"
"PTT","100.6983414","13.9214344"
"Bangjak LPG Gas Station","100.7593626","13.8298559"
"V2 LPG Gas Station","100.6710623","13.8300079"
"ESSO Gas Station","100.6461888","14.0658811"
"LPG สยามแก๊ส","100.6295766","13.8356647"
"PTT NGV","100.62253","13.86002"
"PTT NGV Service Station","100.739801","13.827089"
"PTT NGV Service Station","100.640903","13.921738"
"PTT","100.6190207","13.9726003"
"PTT Gas Station","99.310511","9.1222311"
"Esso","99.16101","9.169339"
"PTT NGV Service Station","99.1592932","9.1243853"
"PTT Petrol Station, Maluan","99.143211","9.160524"
"มินิบิ๊กซี ESSO","99.1383562","9.2239327"
"PTT NGV Service Station","99.149326","9.192606"
"ปั๊มน้ำมันเชลล์ วรรณธิปเซอร์วิส สาขา 3","99.2729907","9.1257025"
"Shell","99.182853","9.0172249"
"PTT petrol station, Khao Ni Pan, Wiengsra, Suratthani","99.3520098","8.5855034"
"PTT Gas Station Rest Area","99.4240316","9.0786673"
"ESSO TORII (เอสโซ่ โทริอิ)","99.1762984","9.0706445"
"Mukda Shell Ltd.,Parts.","99.3617587","9.162897"
"PTT petrol station at Rick.","99.1679557","8.8245256"
"Shell","99.2728561","9.1256412"
"PTT (Surat Thani Cooperative Oil Station Limited)","99.159617","9.1250796"
"Shell","99.331365","9.146694"
"PTT Bang Kung","99.3838786","9.1480928"
"เชล์ลเวียงปิโตร","99.282417","8.5838011"
"PTT gas station","99.0329373","9.0076476"
"J.P. Gas Tech Co., Ltd.","99.353249","9.154913"
"PTT Gas Station","99.310511","9.1222311"
"Esso","99.16101","9.169339"
"PTT NGV Service Station","99.1592932","9.1243853"
"PTT Petrol Station, Maluan","99.143211","9.160524"
"มินิบิ๊กซี ESSO","99.1383562","9.2239327"
"PTT NGV Service Station","99.149326","9.192606"
"ปั๊มน้ำมันเชลล์ วรรณธิปเซอร์วิส สาขา 3","99.2729907","9.1257025"
"Shell","99.182853","9.0172249"
"PTT petrol station, Khao Ni Pan, Wiengsra, Suratthani","99.3520098","8.5855034"
"PTT Gas Station Rest Area","99.4240316","9.0786673"
"ESSO TORII (เอสโซ่ โทริอิ)","99.1762984","9.0706445"
"PTT petrol station at Rick.","99.1679557","8.8245256"
"Shell","99.2728561","9.1256412"
"PTT (Surat Thani Cooperative Oil Station Limited)","99.159617","9.1250796"
"Shell","99.331365","9.146694"
"PTT Bang Kung","99.3838786","9.1480928"
"PTT (J. P. Sap Petroleum Oil Limited Partnership)","98.8405514","8.8373975"
"เชล์ลเวียงปิโตร","99.282417","8.5838011"
"Petrol","98.930423","8.9526238"
"PTT gas station","99.0329373","9.0076476"
"PTT Gas Station","99.310511","9.1222311"
"Esso","99.16101","9.169339"
"PTT NGV Service Station","99.1592932","9.1243853"
"PTT Petrol Station, Maluan","99.143211","9.160524"
"มินิบิ๊กซี ESSO","99.1383562","9.2239327"
"PTT NGV Service Station","99.149326","9.192606"
"ปั๊มน้ำมันเชลล์ วรรณธิปเซอร์วิส สาขา 3","99.2729907","9.1257025"
"Shell","99.182853","9.0172249"
"PTT petrol station, Khao Ni Pan, Wiengsra, Suratthani","99.3520098","8.5855034"
"PTT Gas Station Rest Area","99.4240316","9.0786673"
"ESSO TORII (เอสโซ่ โทริอิ)","99.1762984","9.0706445"
"Mukda Shell Ltd.,Parts.","99.3617587","9.162897"
"PTT petrol station at Rick.","99.1679557","8.8245256"
"Shell","99.2728561","9.1256412"
"PTT (Surat Thani Cooperative Oil Station Limited)","99.159617","9.1250796"
"Shell","99.331365","9.146694"
"PTT Bang Kung","99.3838786","9.1480928"
"เชล์ลเวียงปิโตร","99.282417","8.5838011"
"PTT gas station","99.0329373","9.0076476"
"J.P. Gas Tech Co., Ltd.","99.353249","9.154913"
"PTT Gas Station","99.310511","9.1222311"
"Ban Na Piya Gas Limited Partnership","99.4911996","9.1878851"
"PTT NGV Service Station","99.8570926","9.2257843"
"ปั๊มน้ำมันเชลล์ วรรณธิปเซอร์วิส สาขา 3","99.2729907","9.1257025"
"Esso","99.680352","9.207165"
"PTT Gas Station Rest Area","99.4240316","9.0786673"
"ESSO TORII (เอสโซ่ โทริอิ)","99.1762984","9.0706445"
"Mukda Shell Ltd.,Parts.","99.3617587","9.162897"
"Shell","99.2728561","9.1256412"
"คาลเท็กซ์ สาขาขนอมแสงดาว","99.8483868","9.1826308"
"Esso (Sirinkon Oil Service Company Limited)","99.352917","9.154995"
"Shell","99.331365","9.146694"
"PTT Bang Kung","99.3838786","9.1480928"
"ปั๊มน้ำมัน ปตท. และ NGV. (วิยะดาปิโตรเลียม 2000)","99.720532","9.3109749"
"Home Srt","99.3332487","9.1350807"
"Shell","99.6523978","9.1443041"
"PT (Khanom Petroleum Limited Partnership)","99.857556","9.1859156"
"PTT NGV","99.72045","9.31048"
"J.P. Gas Tech Co., Ltd.","99.353249","9.154913"
"Bangchak - By pass Surat Km.5","99.3464242","9.1150146"
"Shell","99.182853","9.0172249"
"PTT petrol station, Khao Ni Pan, Wiengsra, Suratthani","99.3520098","8.5855034"
"Shell Wiang Petro","99.2824156","8.5836154"
"ESSO TORII (เอสโซ่ โทริอิ)","99.1762984","9.0706445"
"PTT petrol station at Rick.","99.1679557","8.8245256"
"เชล์ลเวียงปิโตร","99.282417","8.5838011"
"Petrol","98.930423","8.9526238"
"PTT gas station","99.0329373","9.0076476"
"Preecha Service","99.1606142","8.9425943"
"Shell","99.357455","8.63308"
"PPT Gasolin","99.2207141","8.8868651"
"Esso","99.367438","8.8058778"
"Esso","99.067714","8.5810883"
"บางจาก - เค.ซี.ออยล์ เซอร์วิส สาขา 2","99.2393524","8.953216"
"Shell gas station","99.224389","8.8935556"
"Petrol","99.514297","8.414806"
"PTT Life Station","99.308636","8.889362"
"ปั๊มน้ำมันพีที สาขาเคียนซา","99.229964","8.695952"
"ปั๊มน้ำมันจุรี","99.23226","8.5725528"
"PTT (Ta Rong Chang Petroleum Company Limited)","99.1518205","9.0428258"
"PTT Gas Station","99.310511","9.1222311"
"PTT NGV Service Station","99.1592932","9.1243853"
"PTT Petrol Station, Maluan","99.143211","9.160524"
"ปั๊มน้ำมันเชลล์ วรรณธิปเซอร์วิส สาขา 3","99.2729907","9.1257025"
"PTT petrol station, Khao Ni Pan, Wiengsra, Suratthani","99.3520098","8.5855034"
"PTT Gas Station Rest Area","99.4240316","9.0786673"
"ESSO TORII (เอสโซ่ โทริอิ)","99.1762984","9.0706445"
"Mukda Shell Ltd.,Parts.","99.3617587","9.162897"
"PTT petrol station at Rick.","99.1679557","8.8245256"
"Shell","99.2728561","9.1256412"
"PTT (Surat Thani Cooperative Oil Station Limited)","99.159617","9.1250796"
"คาลเท็กซ์ สาขาขนอมแสงดาว","99.8483868","9.1826308"
"Shell","99.331365","9.146694"
"PTT Bang Kung","99.3838786","9.1480928"
"เชล์ลเวียงปิโตร","99.282417","8.5838011"
"PTT gas station","99.0329373","9.0076476"
"J.P. Gas Tech Co., Ltd.","99.353249","9.154913"
"Preecha Service","99.1606142","8.9425943"
"Siam Oil Station","99.1590953","9.133587"
"สน.ปตท. บริษัท ดอนนก ปิโตรเลียม จำกัด","99.339822","9.133666"
"Gas station","103.9000123","17.9182724"
"Gas station","104.2169684","17.3817919"
"Gas station","104.213901","17.3818966"
"Gas station","104.2114939","17.5476661"
"Gas station","104.1006998","17.4781875"
"Gas station","104.0991445","17.5156304"
"Gas station","103.8008734","17.8957615"
"Gas station","104.3224756","17.5373046"
"Gas station","104.3081069","17.5730992"
"Gas station","104.1247751","17.6368123"
"Gas station","103.9620928","18.0502408"
"Gas station","104.0862371","17.5473767"
"Gas station","104.2657227","17.624905"
"Gas station","104.3294655","17.7058985"
"Gas station","104.2757059","17.6216508"
"Gas station","103.9813793","18.0359417"
"Gas station","104.1643935","18.0346346"
"Shell","103.753943","17.642436"
"Gas station","103.7879442","17.8846182"
"Gas station","104.4234093","17.5233541"
"Gas station","104.4382307","17.5857778"
"Gas station","104.0247523","17.9793194"
